"family","skewness","sd_ratio","alignment","mean_x","mean_y","median_x","median_y","sd_x","sd_y","pr_x_lt_y","student_p","welch_p","wmw_p","cohen_d","hedges_g"
"gamma",4,1.1,"median",0.541265239529425,0.5,0.0873476047057469,0.0873476047057469,1.1,1,0.540816231419576,0.939852629535733,0.939852634765275,0.000152794764352484,0.00337487881795619,0.0033736118130189
